File,Date,Time,Count,0:05,,,,,
682,1/5/17 13:45,,0,,,,,,
683,1/5/17 13:50,,0,,,,,,
684,1/5/17 13:55,,0,,,,,,
685,1/5/17 14:00,,0,,,,,,
686,1/5/17 14:05,,0,,,,,,
687,1/5/17 14:10,,0,,,,,,
688,1/5/17 14:15,,0,,,,,,
689,1/5/17 14:20,,0,,,,,,
690,1/5/17 14:25,,0,,,,,,
691,1/5/17 14:30,,0,,,,,,
692,1/5/17 14:35,,0,,,,,,
693,1/5/17 14:40,,0,,,,,,
694,1/5/17 14:45,,0,,,,,,
695,1/5/17 14:50,,0,,,,,,
696,1/5/17 14:55,,0,,,,,,
697,1/5/17 15:00,,0,,,,,,
698,1/5/17 15:05,,0,,,,,,
699,1/5/17 15:10,,0,,,,,,
700,1/5/17 15:15,,0,,,,,,
701,1/5/17 15:20,,0,,,,,,
702,1/5/17 15:25,,0,,,,,,
703,1/5/17 15:30,,0,,,,,,
704,1/5/17 15:35,,0,,,,,,
705,1/5/17 15:40,,0,,,,,,
706,1/5/17 15:45,,0,,,,,,
707,1/5/17 15:50,,0,,,,,,
708,1/5/17 15:55,,0,,,,,,
709,1/5/17 16:00,,0,,,,,,
710,1/5/17 16:05,,0,,,,,,
711,1/5/17 16:10,,0,,,,,,
712,1/5/17 16:15,,0,,,,,,
713,1/5/17 16:20,,0,,,,,,
714,1/5/17 16:25,,0,,,,,,
715,1/5/17 16:30,,0,,,,,,
716,1/5/17 16:35,,0,,,,,,
717,1/5/17 16:40,,0,,,,,,
718,1/5/17 16:45,,0,,,,,,
719,1/5/17 16:50,,0,,,,,,
720,1/5/17 16:55,,0,,,,,,
721,1/5/17 17:00,,0,,,,,,
722,1/5/17 17:05,,0,,,,,,
723,1/5/17 17:10,,0,,,,,,
724,1/5/17 17:15,,0,,,,,,
725,1/5/17 17:20,,0,,,,,,
726,1/5/17 17:25,,0,,,,,,
727,1/5/17 17:30,,0,,,,,,
728,1/5/17 17:35,,0,,,,,,
729,1/5/17 17:40,,0,,,,,,
730,1/5/17 17:45,,0,,,,,,
731,1/5/17 17:50,,0,,,,,,
732,1/5/17 17:55,,0,,,,,,
733,1/5/17 18:00,,0,,,,,,
734,1/5/17 18:05,,0,,,,,,
735,1/5/17 18:10,,0,,,,,,
736,1/5/17 18:15,,0,,,,,,
737,1/5/17 18:20,,0,,,,,,
738,1/5/17 18:25,,0,,,,,,
739,1/5/17 18:30,,0,,,,,,
740,1/5/17 18:35,,0,,,,,,
741,1/5/17 18:40,,0,,,,,,
742,1/5/17 18:45,,0,,,,,,
743,1/5/17 18:50,,0,,,,,,
744,1/5/17 18:55,,0,,,,,,
745,1/5/17 19:00,,0,,,,,,
746,1/5/17 19:05,,0,,,,,,
747,1/5/17 19:10,,0,,,,,,
748,1/5/17 19:15,,0,,,,,,
749,1/5/17 19:20,,0,,,,,,
750,1/5/17 19:25,,0,,,,,,
751,1/5/17 19:30,,0,,,,,,
752,1/5/17 19:35,,0,,,,,,
753,1/5/17 19:40,,0,,,,,,
754,1/5/17 19:45,,0,,,,,,
755,1/5/17 19:50,,0,,,,,,
756,1/5/17 19:55,,0,,,,,,
757,1/5/17 20:00,,0,,,,,,
758,1/5/17 20:05,,0,,,,,,
759,1/5/17 20:10,,0,,,,,,
760,1/5/17 20:15,,0,,,,,,
761,1/5/17 20:20,,0,,,,,,
762,1/5/17 20:25,,0,,,,,,
763,1/5/17 20:30,,0,,,,,,
764,1/5/17 20:35,,0,,,,,,
765,1/5/17 20:40,,0,,,,,,
766,1/5/17 20:45,,0,,,,,,
767,1/5/17 20:50,,0,,,,,,
768,1/5/17 20:55,,0,,,,,,
769,1/5/17 21:00,,0,,,,,,
770,1/5/17 21:05,,0,,,,,,
771,1/5/17 21:10,,0,,,,,,
772,1/5/17 21:15,,0,,,,,,
773,1/5/17 21:20,,1,5.65E+01,,,,,
774,1/5/17 21:25,,2,3.08E+01,5.40E+01,,,,
775,1/5/17 21:30,,1,6.66E+00,,,,,
776,1/5/17 21:35,,0,,,,,,
777,1/5/17 21:40,,1,3.04E+01,,,,,
778,1/5/17 21:45,,0,,,,,,
779,1/5/17 21:50,,2,4.94E+01,5.29E+01,,,,
780,1/5/17 21:55,,0,,,,,,
781,1/5/17 22:00,,2,2.69E+01,6.01E+01,,,,
782,1/5/17 22:05,,0,,,,,,
783,1/5/17 22:10,,2,9.41E+00,3.56E+01,,,,
784,1/5/17 22:15,,0,,,,,,
785,1/5/17 22:20,,2,4.67E+01,5.33E+01,,,,
786,1/5/17 22:25,,0,,,,,,
787,1/5/17 22:30,,1,2.69E+01,,,,,
788,1/5/17 22:35,,2,2.10E+01,3.64E+01,,,,
789,1/5/17 22:40,,1,2.33E+01,,,,,
790,1/5/17 22:45,,1,4.25E+01,,,,,
791,1/5/17 22:50,,1,3.68E+01,,,,,
792,1/5/17 22:55,,1,2.68E+01,,,,,
793,1/5/17 23:00,,0,,,,,,
794,1/5/17 23:05,,0,,,,,,
795,1/5/17 23:10,,0,,,,,,
796,1/5/17 23:15,,0,,,,,,
797,1/5/17 23:20,,0,,,,,,
798,1/5/17 23:25,,0,,,,,,
799,1/5/17 23:30,,0,,,,,,
800,1/5/17 23:35,,0,,,,,,
801,1/5/17 23:40,,0,,,,,,
802,1/5/17 23:45,,0,,,,,,
803,1/5/17 23:50,,0,,,,,,
804,1/5/17 23:55,,0,,,,,,
805,1/6/17 0:00,,0,,,,,,
806,1/6/17 0:05,,0,,,,,,
